Retailer,Retailer ID,Invoice Date,Region,City,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin (%),Sales Method
Adidas Kolkata,RET-1632,2025-06-29,East,Kolkata,West Bengal,Sports Cap,999,37,36963,7820.44,21.16,Retail Store
Adidas Delhi,RET-1633,2025-06-11,North,Delhi,Delhi,Superstar,8999,7,62993,15607.21,24.78,Online
Adidas Kolkata,RET-1634,2025-06-29,East,Kolkata,West Bengal,Superstar,8999,13,116987,21417.94,18.31,Retail Store
Adidas Mumbai,RET-1635,2025-06-02,West,Mumbai,Maharashtra,Ultraboost 22,18999,12,227988,47384.87,20.78,Online
Adidas Kolkata,RET-1636,2025-06-20,East,Kolkata,West Bengal,Adizero SL,11999,14,167986,22618.15,13.46,Online
Adidas Bengaluru,RET-1637,2025-06-26,South,Bengaluru,Karnataka,Ultraboost 22,18999,28,531972,114642.96,21.55,Online
Adidas Chennai,RET-1638,2025-06-17,South,Chennai,Tamil Nadu,Track Jacket,4999,22,109978,16532.67,15.03,Online
Adidas Bengaluru,RET-1639,2025-06-12,South,Bengaluru,Karnataka,Track Jacket,4999,12,59988,8935.6,14.9,Retail Store
Adidas Kolkata,RET-1640,2025-06-08,East,Kolkata,West Bengal,Adizero SL,11999,23,275977,36168.53,13.11,Online
Adidas Mumbai,RET-1641,2025-06-22,West,Mumbai,Maharashtra,Ultraboost 22,18999,43,816957,190604.3,23.33,Online
Adidas Mumbai,RET-1642,2025-06-10,West,Mumbai,Maharashtra,Track Jacket,4999,5,24995,4684.05,18.74,Online
Adidas Mumbai,RET-1643,2025-06-29,West,Mumbai,Maharashtra,Ultraboost 22,18999,47,892953,114310.43,12.8,Online
Adidas Delhi,RET-1644,2025-06-13,North,Delhi,Delhi,Track Jacket,4999,41,204959,30962.13,15.11,Retail Store
Adidas Mumbai,RET-1645,2025-06-13,West,Mumbai,Maharashtra,Ultraboost 22,18999,9,170991,32578.94,19.05,Retail Store
Adidas Mumbai,RET-1646,2025-06-26,West,Mumbai,Maharashtra,Climacool T-shirt,2499,21,52479,6327.34,12.06,Retail Store
Adidas Delhi,RET-1647,2025-06-22,North,Delhi,Delhi,Track Jacket,4999,6,29994,3394.11,11.32,Online
Adidas Bengaluru,RET-1648,2025-06-06,South,Bengaluru,Karnataka,Climacool T-shirt,2499,5,12495,2582.01,20.66,Retail Store
Adidas Chennai,RET-1649,2025-06-06,South,Chennai,Tamil Nadu,Track Jacket,4999,6,29994,7135.04,23.79,Retail Store
Adidas Mumbai,RET-1650,2025-06-27,West,Mumbai,Maharashtra,Sports Cap,999,43,42957,8112.09,18.88,Online
Adidas Bengaluru,RET-1651,2025-06-16,South,Bengaluru,Karnataka,Ultraboost 22,18999,50,949950,106884.33,11.25,Online
Adidas Delhi,RET-1652,2025-06-20,North,Delhi,Delhi,Sports Cap,999,24,23976,5265.66,21.96,Retail Store
Adidas Chennai,RET-1653,2025-06-05,South,Chennai,Tamil Nadu,Superstar,8999,37,332963,52904.92,15.89,Retail Store
Adidas Chennai,RET-1654,2025-06-28,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,50,124950,17281.05,13.83,Retail Store
Adidas Mumbai,RET-1655,2025-06-04,West,Mumbai,Maharashtra,Sports Cap,999,6,5994,1315.61,21.95,Retail Store
Adidas Chennai,RET-1656,2025-06-04,South,Chennai,Tamil Nadu,Adizero SL,11999,28,335972,49234.59,14.65,Retail Store
Adidas Delhi,RET-1657,2025-06-22,North,Delhi,Delhi,Climacool T-shirt,2499,44,109956,23739.34,21.59,Online
Adidas Bengaluru,RET-1658,2025-06-08,South,Bengaluru,Karnataka,Superstar,8999,43,386957,52807.43,13.65,Online
Adidas Chennai,RET-1659,2025-06-11,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,22,54978,12462.19,22.67,Online
Adidas Kolkata,RET-1660,2025-06-17,East,Kolkata,West Bengal,Track Jacket,4999,9,44991,7410.82,16.47,Retail Store
Adidas Delhi,RET-1661,2025-06-23,North,Delhi,Delhi,Superstar,8999,29,260971,62278.52,23.86,Retail Store
Adidas Delhi,RET-1662,2025-06-19,North,Delhi,Delhi,Superstar,8999,18,161982,29379.19,18.14,Online
Adidas Bengaluru,RET-1663,2025-06-20,South,Bengaluru,Karnataka,Track Jacket,4999,50,249950,32355.83,12.94,Online
Adidas Delhi,RET-1664,2025-06-22,North,Delhi,Delhi,Sports Cap,999,23,22977,2908.03,12.66,Retail Store
Adidas Chennai,RET-1665,2025-06-11,South,Chennai,Tamil Nadu,Track Jacket,4999,18,89982,22337.78,24.82,Retail Store
Adidas Bengaluru,RET-1666,2025-06-28,South,Bengaluru,Karnataka,Superstar,8999,35,314965,77675.08,24.66,Retail Store
Adidas Kolkata,RET-1667,2025-06-06,East,Kolkata,West Bengal,Ultraboost 22,18999,50,949950,158155.6,16.65,Online
Adidas Kolkata,RET-1668,2025-06-25,East,Kolkata,West Bengal,Sports Cap,999,5,4995,608.86,12.19,Retail Store
Adidas Mumbai,RET-1669,2025-06-13,West,Mumbai,Maharashtra,Superstar,8999,29,260971,55876.29,21.41,Retail Store
Adidas Bengaluru,RET-1670,2025-06-02,South,Bengaluru,Karnataka,Climacool T-shirt,2499,41,102459,23242.9,22.69,Retail Store
Adidas Mumbai,RET-1671,2025-06-27,West,Mumbai,Maharashtra,Ultraboost 22,18999,32,607968,145751.9,23.97,Online
Adidas Mumbai,RET-1672,2025-06-11,West,Mumbai,Maharashtra,Track Jacket,4999,36,179964,40493.64,22.5,Online
Adidas Mumbai,RET-1673,2025-06-07,West,Mumbai,Maharashtra,Track Jacket,4999,17,84983,15767.3,18.55,Online
Adidas Delhi,RET-1674,2025-06-09,North,Delhi,Delhi,Track Jacket,4999,39,194961,38728.68,19.86,Retail Store
Adidas Delhi,RET-1675,2025-06-13,North,Delhi,Delhi,Superstar,8999,36,323964,65329.5,20.17,Retail Store
Adidas Kolkata,RET-1676,2025-06-11,East,Kolkata,West Bengal,Ultraboost 22,18999,30,569970,120332.2,21.11,Retail Store
Adidas Mumbai,RET-1677,2025-06-11,West,Mumbai,Maharashtra,Track Jacket,4999,22,109978,11634.69,10.58,Online
Adidas Bengaluru,RET-1678,2025-06-01,South,Bengaluru,Karnataka,Ultraboost 22,18999,10,189990,40799.36,21.47,Online
Adidas Kolkata,RET-1679,2025-06-28,East,Kolkata,West Bengal,Climacool T-shirt,2499,22,54978,11764.87,21.4,Online
Adidas Kolkata,RET-1680,2025-06-30,East,Kolkata,West Bengal,Track Jacket,4999,23,114977,25820.83,22.46,Online
Adidas Mumbai,RET-1681,2025-06-13,West,Mumbai,Maharashtra,Climacool T-shirt,2499,26,64974,10799.4,16.62,Retail Store
Adidas Chennai,RET-1682,2025-06-28,South,Chennai,Tamil Nadu,Sports Cap,999,8,7992,1414.68,17.7,Retail Store
Adidas Bengaluru,RET-1683,2025-06-23,South,Bengaluru,Karnataka,Superstar,8999,8,71992,17423.13,24.2,Retail Store
Adidas Delhi,RET-1684,2025-06-01,North,Delhi,Delhi,Track Jacket,4999,15,74985,15377.97,20.51,Online
Adidas Bengaluru,RET-1685,2025-06-22,South,Bengaluru,Karnataka,Track Jacket,4999,40,199960,41681.72,20.85,Retail Store
Adidas Bengaluru,RET-1686,2025-06-19,South,Bengaluru,Karnataka,Ultraboost 22,18999,23,436977,83173.35,19.03,Retail Store
Adidas Mumbai,RET-1687,2025-06-24,West,Mumbai,Maharashtra,Track Jacket,4999,26,129974,22484.76,17.3,Retail Store
Adidas Kolkata,RET-1688,2025-06-05,East,Kolkata,West Bengal,Track Jacket,4999,21,104979,11452.77,10.91,Online
Adidas Delhi,RET-1689,2025-06-05,North,Delhi,Delhi,Ultraboost 22,18999,22,417978,60798.09,14.55,Online
Adidas Delhi,RET-1690,2025-06-22,North,Delhi,Delhi,Superstar,8999,36,323964,78843.35,24.34,Retail Store
Adidas Mumbai,RET-1691,2025-06-15,West,Mumbai,Maharashtra,Sports Cap,999,25,24975,2884.71,11.55,Online
Adidas Delhi,RET-1692,2025-06-29,North,Delhi,Delhi,Climacool T-shirt,2499,26,64974,6633.46,10.21,Online
Adidas Delhi,RET-1693,2025-06-18,North,Delhi,Delhi,Track Jacket,4999,13,64987,8262.31,12.71,Retail Store
Adidas Mumbai,RET-1694,2025-06-23,West,Mumbai,Maharashtra,Ultraboost 22,18999,15,284985,39924.06,14.01,Retail Store
Adidas Kolkata,RET-1695,2025-06-03,East,Kolkata,West Bengal,Superstar,8999,24,215976,38075.13,17.63,Online
Adidas Chennai,RET-1696,2025-06-25,South,Chennai,Tamil Nadu,Adizero SL,11999,36,431964,63255.91,14.64,Online
Adidas Kolkata,RET-1697,2025-06-21,East,Kolkata,West Bengal,Track Jacket,4999,41,204959,46770.91,22.82,Retail Store
Adidas Chennai,RET-1698,2025-06-08,South,Chennai,Tamil Nadu,Track Jacket,4999,18,89982,12367.03,13.74,Retail Store
Adidas Kolkata,RET-1699,2025-06-05,East,Kolkata,West Bengal,Ultraboost 22,18999,6,113994,25833.4,22.66,Online
Adidas Mumbai,RET-1700,2025-06-14,West,Mumbai,Maharashtra,Sports Cap,999,19,18981,4692.21,24.72,Retail Store
Adidas Mumbai,RET-1701,2025-06-05,West,Mumbai,Maharashtra,Adizero SL,11999,46,551954,62692.49,11.36,Online
Adidas Mumbai,RET-1702,2025-06-22,West,Mumbai,Maharashtra,Ultraboost 22,18999,10,189990,45669.68,24.04,Online
Adidas Delhi,RET-1703,2025-06-27,North,Delhi,Delhi,Climacool T-shirt,2499,12,29988,6913.79,23.06,Online
Adidas Kolkata,RET-1704,2025-06-17,East,Kolkata,West Bengal,Adizero SL,11999,17,203983,49865.98,24.45,Online
Adidas Kolkata,RET-1705,2025-06-21,East,Kolkata,West Bengal,Ultraboost 22,18999,32,607968,105372.4,17.33,Retail Store
Adidas Kolkata,RET-1706,2025-06-08,East,Kolkata,West Bengal,Track Jacket,4999,26,129974,29025.53,22.33,Retail Store
Adidas Bengaluru,RET-1707,2025-06-17,South,Bengaluru,Karnataka,Ultraboost 22,18999,13,246987,60721.23,24.58,Online
Adidas Chennai,RET-1708,2025-06-09,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,43,107457,26033.9,24.23,Online
Adidas Chennai,RET-1709,2025-06-18,South,Chennai,Tamil Nadu,Superstar,8999,10,89990,22044.66,24.5,Retail Store
Adidas Mumbai,RET-1710,2025-06-21,West,Mumbai,Maharashtra,Sports Cap,999,15,14985,3065.23,20.46,Online
Adidas Delhi,RET-1711,2025-06-23,North,Delhi,Delhi,Superstar,8999,15,134985,22629.35,16.76,Online
Adidas Mumbai,RET-1712,2025-06-30,West,Mumbai,Maharashtra,Sports Cap,999,42,41958,5059.78,12.06,Retail Store
Adidas Bengaluru,RET-1713,2025-06-02,South,Bengaluru,Karnataka,Sports Cap,999,30,29970,4954.71,16.53,Retail Store
Adidas Bengaluru,RET-1714,2025-06-09,South,Bengaluru,Karnataka,Superstar,8999,41,368959,76853.77,20.83,Online
Adidas Bengaluru,RET-1715,2025-06-19,South,Bengaluru,Karnataka,Superstar,8999,24,215976,44194.92,20.46,Retail Store
Adidas Kolkata,RET-1716,2025-06-11,East,Kolkata,West Bengal,Sports Cap,999,5,4995,998.74,19.99,Retail Store
Adidas Chennai,RET-1717,2025-06-22,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,33,82467,12690.81,15.39,Retail Store
Adidas Delhi,RET-1718,2025-06-14,North,Delhi,Delhi,Ultraboost 22,18999,6,113994,18425.19,16.16,Retail Store
Adidas Delhi,RET-1719,2025-06-03,North,Delhi,Delhi,Adizero SL,11999,22,263978,61696.49,23.37,Retail Store
Adidas Bengaluru,RET-1720,2025-06-08,South,Bengaluru,Karnataka,Sports Cap,999,25,24975,4438.3,17.77,Online
Adidas Kolkata,RET-1721,2025-06-29,East,Kolkata,West Bengal,Sports Cap,999,17,16983,2839.12,16.72,Online
Adidas Delhi,RET-1722,2025-06-17,North,Delhi,Delhi,Ultraboost 22,18999,32,607968,80811.5,13.29,Retail Store
Adidas Delhi,RET-1723,2025-06-09,North,Delhi,Delhi,Track Jacket,4999,37,184963,36698.44,19.84,Retail Store
Adidas Bengaluru,RET-1724,2025-06-30,South,Bengaluru,Karnataka,Superstar,8999,13,116987,14857.65,12.7,Retail Store
Adidas Chennai,RET-1725,2025-06-04,South,Chennai,Tamil Nadu,Ultraboost 22,18999,46,873954,125992.38,14.42,Online
Adidas Delhi,RET-1726,2025-06-21,North,Delhi,Delhi,Ultraboost 22,18999,16,303984,45001.01,14.8,Retail Store
Adidas Delhi,RET-1727,2025-06-23,North,Delhi,Delhi,Ultraboost 22,18999,12,227988,27259.64,11.96,Online
Adidas Delhi,RET-1728,2025-06-30,North,Delhi,Delhi,Sports Cap,999,16,15984,3495.34,21.87,Online
Adidas Mumbai,RET-1729,2025-06-14,West,Mumbai,Maharashtra,Adizero SL,11999,27,323973,61216.16,18.9,Online
Adidas Chennai,RET-1730,2025-06-19,South,Chennai,Tamil Nadu,Track Jacket,4999,17,84983,14180.68,16.69,Retail Store
Adidas Delhi,RET-1731,2025-06-19,North,Delhi,Delhi,Ultraboost 22,18999,8,151992,18837.62,12.39,Online
Adidas Kolkata,RET-1732,2025-06-25,East,Kolkata,West Bengal,Climacool T-shirt,2499,34,84966,19298.33,22.71,Online
Adidas Delhi,RET-1733,2025-06-14,North,Delhi,Delhi,Ultraboost 22,18999,31,588969,100007.55,16.98,Online
Adidas Chennai,RET-1734,2025-06-07,South,Chennai,Tamil Nadu,Ultraboost 22,18999,10,189990,34449.5,18.13,Online
Adidas Mumbai,RET-1735,2025-06-14,West,Mumbai,Maharashtra,Track Jacket,4999,28,139972,26209.34,18.72,Online
Adidas Kolkata,RET-1736,2025-06-25,East,Kolkata,West Bengal,Sports Cap,999,29,28971,6265.27,21.63,Online
Adidas Mumbai,RET-1737,2025-06-23,West,Mumbai,Maharashtra,Climacool T-shirt,2499,29,72471,8504.75,11.74,Online
Adidas Kolkata,RET-1738,2025-06-02,East,Kolkata,West Bengal,Sports Cap,999,6,5994,1162.45,19.39,Retail Store
Adidas Chennai,RET-1739,2025-06-30,South,Chennai,Tamil Nadu,Sports Cap,999,15,14985,3495.49,23.33,Retail Store
Adidas Kolkata,RET-1740,2025-06-17,East,Kolkata,West Bengal,Ultraboost 22,18999,22,417978,93220.27,22.3,Retail Store
Adidas Bengaluru,RET-1741,2025-06-30,South,Bengaluru,Karnataka,Track Jacket,4999,27,134973,18500.93,13.71,Retail Store
Adidas Kolkata,RET-1742,2025-06-07,East,Kolkata,West Bengal,Superstar,8999,24,215976,37074.39,17.17,Retail Store
Adidas Bengaluru,RET-1743,2025-06-12,South,Bengaluru,Karnataka,Track Jacket,4999,30,149970,17944.4,11.97,Online
Adidas Delhi,RET-1744,2025-06-25,North,Delhi,Delhi,Adizero SL,11999,33,395967,65267.53,16.48,Online
Adidas Chennai,RET-1745,2025-06-04,South,Chennai,Tamil Nadu,Track Jacket,4999,6,29994,3764.97,12.55,Retail Store
Adidas Delhi,RET-1746,2025-06-20,North,Delhi,Delhi,Sports Cap,999,39,38961,4634.58,11.9,Online
Adidas Chennai,RET-1747,2025-06-17,South,Chennai,Tamil Nadu,Sports Cap,999,14,13986,2824.35,20.19,Retail Store
Adidas Bengaluru,RET-1748,2025-06-03,South,Bengaluru,Karnataka,Sports Cap,999,47,46953,4885.89,10.41,Retail Store
Adidas Delhi,RET-1749,2025-06-11,North,Delhi,Delhi,Sports Cap,999,8,7992,1027.35,12.85,Online
Adidas Mumbai,RET-1750,2025-06-17,West,Mumbai,Maharashtra,Adizero SL,11999,22,263978,49248.55,18.66,Retail Store
Adidas Delhi,RET-1751,2025-06-16,North,Delhi,Delhi,Superstar,8999,34,305966,43430.24,14.19,Online
Adidas Bengaluru,RET-1752,2025-06-01,South,Bengaluru,Karnataka,Superstar,8999,7,62993,9412.13,14.94,Retail Store
Adidas Delhi,RET-1753,2025-06-06,North,Delhi,Delhi,Climacool T-shirt,2499,39,97461,23979.95,24.6,Retail Store
Adidas Chennai,RET-1754,2025-06-12,South,Chennai,Tamil Nadu,Ultraboost 22,18999,7,132993,16759.85,12.6,Online
Adidas Bengaluru,RET-1755,2025-06-17,South,Bengaluru,Karnataka,Ultraboost 22,18999,17,322983,75825.45,23.48,Online
Adidas Delhi,RET-1756,2025-06-11,North,Delhi,Delhi,Track Jacket,4999,7,34993,8421.11,24.07,Online
Adidas Kolkata,RET-1757,2025-06-22,East,Kolkata,West Bengal,Track Jacket,4999,32,159968,23893.38,14.94,Retail Store
Adidas Delhi,RET-1758,2025-06-11,North,Delhi,Delhi,Track Jacket,4999,12,59988,12475.38,20.8,Online
Adidas Delhi,RET-1759,2025-06-17,North,Delhi,Delhi,Adizero SL,11999,48,575952,63750.19,11.07,Retail Store
Adidas Delhi,RET-1760,2025-06-24,North,Delhi,Delhi,Superstar,8999,25,224975,52368.87,23.28,Retail Store
Adidas Mumbai,RET-1761,2025-06-04,West,Mumbai,Maharashtra,Adizero SL,11999,7,83993,9884.34,11.77,Online
Adidas Chennai,RET-1762,2025-06-15,South,Chennai,Tamil Nadu,Track Jacket,4999,9,44991,6016.34,13.37,Retail Store
Adidas Delhi,RET-1763,2025-06-15,North,Delhi,Delhi,Sports Cap,999,22,21978,4643.37,21.13,Online
Adidas Bengaluru,RET-1764,2025-06-02,South,Bengaluru,Karnataka,Ultraboost 22,18999,20,379980,68945.37,18.14,Retail Store
Adidas Delhi,RET-1765,2025-06-06,North,Delhi,Delhi,Sports Cap,999,10,9990,1297.85,12.99,Online
Adidas Mumbai,RET-1766,2025-06-22,West,Mumbai,Maharashtra,Climacool T-shirt,2499,50,124950,19848.43,15.89,Retail Store
Adidas Delhi,RET-1767,2025-06-02,North,Delhi,Delhi,Climacool T-shirt,2499,31,77469,11825.94,15.27,Retail Store
Adidas Mumbai,RET-1768,2025-06-11,West,Mumbai,Maharashtra,Superstar,8999,36,323964,51955.43,16.04,Online
Adidas Kolkata,RET-1769,2025-06-02,East,Kolkata,West Bengal,Climacool T-shirt,2499,49,122451,22507.56,18.38,Online
Adidas Chennai,RET-1770,2025-06-04,South,Chennai,Tamil Nadu,Adizero SL,11999,17,203983,25337.63,12.42,Online
Adidas Kolkata,RET-1771,2025-06-06,East,Kolkata,West Bengal,Climacool T-shirt,2499,9,22491,2824.89,12.56,Retail Store
Adidas Bengaluru,RET-1772,2025-06-28,South,Bengaluru,Karnataka,Track Jacket,4999,35,174965,24147.71,13.8,Online
Adidas Mumbai,RET-1773,2025-06-05,West,Mumbai,Maharashtra,Superstar,8999,31,278969,38178.66,13.69,Retail Store
Adidas Kolkata,RET-1774,2025-06-14,East,Kolkata,West Bengal,Climacool T-shirt,2499,26,64974,16021.86,24.66,Online
Adidas Delhi,RET-1775,2025-06-14,North,Delhi,Delhi,Superstar,8999,40,359960,57858.04,16.07,Retail Store
Adidas Mumbai,RET-1776,2025-06-22,West,Mumbai,Maharashtra,Adizero SL,11999,45,539955,91581.6,16.96,Retail Store
Adidas Mumbai,RET-1777,2025-06-25,West,Mumbai,Maharashtra,Track Jacket,4999,19,94981,15805.2,16.64,Retail Store
Adidas Kolkata,RET-1778,2025-06-22,East,Kolkata,West Bengal,Ultraboost 22,18999,11,208989,34338.03,16.43,Retail Store
Adidas Chennai,RET-1779,2025-06-27,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,27,67473,10978.6,16.27,Retail Store
Adidas Kolkata,RET-1780,2025-06-20,East,Kolkata,West Bengal,Ultraboost 22,18999,10,189990,46886.35,24.68,Retail Store
Adidas Bengaluru,RET-1781,2025-06-01,South,Bengaluru,Karnataka,Superstar,8999,20,179980,24763.9,13.76,Online
Adidas Delhi,RET-1782,2025-06-21,North,Delhi,Delhi,Sports Cap,999,16,15984,3010.87,18.84,Retail Store
Adidas Mumbai,RET-1783,2025-06-24,West,Mumbai,Maharashtra,Climacool T-shirt,2499,46,114954,20877.22,18.16,Retail Store
Adidas Kolkata,RET-1784,2025-06-08,East,Kolkata,West Bengal,Climacool T-shirt,2499,36,89964,19770.82,21.98,Online
Adidas Delhi,RET-1785,2025-06-23,North,Delhi,Delhi,Ultraboost 22,18999,42,797958,172298.41,21.59,Online
Adidas Delhi,RET-1786,2025-06-18,North,Delhi,Delhi,Track Jacket,4999,43,214957,50637.39,23.56,Retail Store
Adidas Kolkata,RET-1787,2025-06-04,East,Kolkata,West Bengal,Ultraboost 22,18999,50,949950,108121.11,11.38,Retail Store
Adidas Bengaluru,RET-1788,2025-06-29,South,Bengaluru,Karnataka,Sports Cap,999,22,21978,4119.3,18.74,Online
Adidas Delhi,RET-1789,2025-06-29,North,Delhi,Delhi,Sports Cap,999,6,5994,1189.65,19.85,Online
Adidas Kolkata,RET-1790,2025-06-12,East,Kolkata,West Bengal,Ultraboost 22,18999,23,436977,65938.73,15.09,Online
Adidas Chennai,RET-1791,2025-06-22,South,Chennai,Tamil Nadu,Track Jacket,4999,47,234953,34306.14,14.6,Retail Store
Adidas Bengaluru,RET-1792,2025-06-15,South,Bengaluru,Karnataka,Superstar,8999,22,197978,42937.88,21.69,Online
Adidas Bengaluru,RET-1793,2025-06-14,South,Bengaluru,Karnataka,Superstar,8999,14,125986,21453.96,17.03,Online
Adidas Mumbai,RET-1794,2025-06-26,West,Mumbai,Maharashtra,Superstar,8999,44,395956,71258.86,18.0,Retail Store
Adidas Kolkata,RET-1795,2025-06-27,East,Kolkata,West Bengal,Track Jacket,4999,27,134973,31594.18,23.41,Retail Store
Adidas Bengaluru,RET-1796,2025-06-17,South,Bengaluru,Karnataka,Track Jacket,4999,24,119976,25905.82,21.59,Online
Adidas Delhi,RET-1797,2025-06-10,North,Delhi,Delhi,Ultraboost 22,18999,35,664965,135809.91,20.42,Retail Store
Adidas Chennai,RET-1798,2025-06-25,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,23,57477,13424.4,23.36,Retail Store
Adidas Bengaluru,RET-1799,2025-06-25,South,Bengaluru,Karnataka,Climacool T-shirt,2499,36,89964,21262.47,23.63,Retail Store
Adidas Mumbai,RET-1800,2025-06-23,West,Mumbai,Maharashtra,Sports Cap,999,41,40959,5331.74,13.02,Retail Store
Adidas Mumbai,RET-1801,2025-06-28,West,Mumbai,Maharashtra,Climacool T-shirt,2499,6,14994,2550.46,17.01,Retail Store
Adidas Chennai,RET-1802,2025-06-10,South,Chennai,Tamil Nadu,Track Jacket,4999,30,149970,20142.22,13.43,Online
Adidas Delhi,RET-1803,2025-06-30,North,Delhi,Delhi,Ultraboost 22,18999,30,569970,58667.08,10.29,Retail Store
Adidas Kolkata,RET-1804,2025-06-12,East,Kolkata,West Bengal,Superstar,8999,35,314965,39504.03,12.54,Retail Store
Adidas Delhi,RET-1805,2025-06-04,North,Delhi,Delhi,Adizero SL,11999,20,239980,41742.2,17.39,Online
Adidas Kolkata,RET-1806,2025-06-06,East,Kolkata,West Bengal,Track Jacket,4999,45,224955,23765.4,10.56,Retail Store
Adidas Delhi,RET-1807,2025-06-11,North,Delhi,Delhi,Track Jacket,4999,38,189962,39230.66,20.65,Retail Store
Adidas Kolkata,RET-1808,2025-06-29,East,Kolkata,West Bengal,Sports Cap,999,21,20979,2132.28,10.16,Online
Adidas Kolkata,RET-1809,2025-06-17,East,Kolkata,West Bengal,Track Jacket,4999,24,119976,21895.77,18.25,Retail Store
Adidas Chennai,RET-1810,2025-06-29,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,29,72471,9593.42,13.24,Retail Store
Adidas Mumbai,RET-1811,2025-06-07,West,Mumbai,Maharashtra,Sports Cap,999,34,33966,6841.91,20.14,Retail Store
Adidas Kolkata,RET-1812,2025-06-28,East,Kolkata,West Bengal,Adizero SL,11999,22,263978,27567.08,10.44,Online
Adidas Mumbai,RET-1813,2025-06-28,West,Mumbai,Maharashtra,Sports Cap,999,46,45954,5966.31,12.98,Online
Adidas Bengaluru,RET-1814,2025-06-23,South,Bengaluru,Karnataka,Track Jacket,4999,32,159968,28123.0,17.58,Retail Store
Adidas Mumbai,RET-1815,2025-06-22,West,Mumbai,Maharashtra,Sports Cap,999,20,19980,4634.54,23.2,Online
Adidas Mumbai,RET-1816,2025-06-20,West,Mumbai,Maharashtra,Superstar,8999,18,161982,29579.89,18.26,Online
Adidas Kolkata,RET-1817,2025-06-25,East,Kolkata,West Bengal,Sports Cap,999,50,49950,8638.48,17.29,Online
Adidas Kolkata,RET-1818,2025-06-10,East,Kolkata,West Bengal,Superstar,8999,9,80991,15311.06,18.9,Online
Adidas Kolkata,RET-1819,2025-06-02,East,Kolkata,West Bengal,Superstar,8999,13,116987,18822.36,16.09,Online
Adidas Bengaluru,RET-1820,2025-06-16,South,Bengaluru,Karnataka,Climacool T-shirt,2499,48,119952,24188.93,20.17,Retail Store
Adidas Bengaluru,RET-1821,2025-06-09,South,Bengaluru,Karnataka,Superstar,8999,33,296967,39254.35,13.22,Online
Adidas Chennai,RET-1822,2025-06-06,South,Chennai,Tamil Nadu,Climacool T-shirt,2499,29,72471,11394.28,15.72,Online
Adidas Bengaluru,RET-1823,2025-06-02,South,Bengaluru,Karnataka,Adizero SL,11999,18,215982,25654.08,11.88,Retail Store
Adidas Mumbai,RET-1824,2025-06-18,West,Mumbai,Maharashtra,Track Jacket,4999,41,204959,20808.67,10.15,Retail Store
Adidas Delhi,RET-1825,2025-06-16,North,Delhi,Delhi,Climacool T-shirt,2499,49,122451,13735.26,11.22,Online
Adidas Kolkata,RET-1826,2025-06-18,East,Kolkata,West Bengal,Track Jacket,4999,35,174965,29601.19,16.92,Online
Adidas Kolkata,RET-1827,2025-06-24,East,Kolkata,West Bengal,Climacool T-shirt,2499,18,44982,10435.71,23.2,Online
Adidas Mumbai,RET-1828,2025-06-17,West,Mumbai,Maharashtra,Sports Cap,999,15,14985,2134.15,14.24,Retail Store
Adidas Chennai,RET-1829,2025-06-07,South,Chennai,Tamil Nadu,Track Jacket,4999,20,99980,24661.47,24.67,Online
Adidas Mumbai,RET-1830,2025-06-20,West,Mumbai,Maharashtra,Adizero SL,11999,32,383968,42814.32,11.15,Online
Adidas Delhi,RET-1831,2025-06-22,North,Delhi,Delhi,Sports Cap,999,25,24975,4098.52,16.41,Online
Adidas Chennai,RET-1832,2025-06-08,South,Chennai,Tamil Nadu,Superstar,8999,16,143984,23049.08,16.01,Online
Adidas Delhi,RET-1833,2025-06-30,North,Delhi,Delhi,Adizero SL,11999,15,179985,19168.37,10.65,Retail Store
Adidas Kolkata,RET-1834,2025-06-02,East,Kolkata,West Bengal,Superstar,8999,18,161982,16339.81,10.09,Online
Adidas Chennai,RET-1835,2025-06-14,South,Chennai,Tamil Nadu,Track Jacket,4999,14,69986,16076.02,22.97,Retail Store
Adidas Bengaluru,RET-1836,2025-06-24,South,Bengaluru,Karnataka,Adizero SL,11999,43,515957,117880.76,22.85,Retail Store
Adidas Delhi,RET-1837,2025-06-05,North,Delhi,Delhi,Sports Cap,999,47,46953,7371.37,15.7,Online
Adidas Delhi,RET-1838,2025-06-10,North,Delhi,Delhi,Adizero SL,11999,42,503958,123625.74,24.53,Retail Store
Adidas Kolkata,RET-1839,2025-06-19,East,Kolkata,West Bengal,Adizero SL,11999,25,299975,35824.15,11.94,Online
Adidas Delhi,RET-1840,2025-06-22,North,Delhi,Delhi,Climacool T-shirt,2499,33,82467,17212.38,20.87,Online
Adidas Delhi,RET-1841,2025-06-10,North,Delhi,Delhi,Superstar,8999,25,224975,49439.16,21.98,Retail Store
Adidas Bengaluru,RET-1842,2025-06-09,South,Bengaluru,Karnataka,Climacool T-shirt,2499,22,54978,8957.22,16.29,Retail Store
